fecha_extraccion,hora_extraccion,distrito,establecimiento,direccion,telefono,precio,unidad_medida,producto,fuente
2026-07-09,10:13:52,SAN MIGUEL,COESTI S.A,AV. RAFAEL ESCARDO N° 250,012033100/996766542/978863420,7.85,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,SAN MIGUEL,COESTI S.A.,AV. ELMER FAUCETT NO. 384,012080100/012033100/978835239,7.89,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,SAN MIGUEL,COESTI S.A.,"AV. LA PAZ Y CALLE GRAN MARISCAL AGUSTIN GAMARRA MESSIA (ANTES JIRON) DENOMINADO LOTE 246, SUBLOTE A,B,C Y D DE LA MZ. 14 URBANIZACIÓN MIRAMAR..",012033100/996207533/978844275,7.89,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,SAN MIGUEL,ESTACION DE SERVICIOS SANTO TOMAS DE LIMA S.A.C.,AV. VENEZUELA ESQUINA CON AV. RIVA AGUERO,942352955,7.99,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,SANTA ANITA,COMPAÑÍA PETROLERA PLUS SAC,"AV. HUANCARAY MZ. A-6, LOTES DEL 44 AL 47, URB. LAS FLORES",019038752/947180410,6.85,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,SANTA ANITA,EMPRESA DE TRANSPORTES Y SERVICIOS ALMIRANTE MIGUEL GRAU S.A.,"AV. COLECTORA CUADRA 4, MZ. ""A-19"" LOTE 3",924783545/985550574,6.85,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,SANTA ANITA,ESTACION DE SERVICIO SANTA ANITA S.A.C.,AV. METROPOLITANA MZ. C-8 LOTE 20,017048847/964683361/967760637,6.89,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,SANTA ANITA,FLORENCIA SOTO LOARDO,"AV. LOS CHANCAS CON CALLE N° 8, LOTE 26-27, ASOCIACIÓN DE VIVIENDA LOS PINOS",,6.99,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,SANTA ANITA,SERVICENTRO EL ASESOR S.A.C.,"AV HUAROCHIRI N° 905, ESQUINA CON AV. ALTO HUANCARAY, MZ. H1, LOTES 2, 3, 4, 5 Y 6 URB. EL ASESOR",934891167/921159255,6.99,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,SANTA ANITA,GLOBAL FUEL S.A.,AV. SANTIAGO DE CHUCO N° 501 ESQUINA CON AV. APURIMAC – COOPERATIVA UNIVERSAL,013624778/014792118,7.99,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,SANTA ROSA,AERO GAS DEL NORTE SOCIEDAD ANONIMA CERRADA,CARRETERA PANAMERICANA NORTE KM. 42,974686620/981545128,7.49,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,SANTIAGO DE SURCO,COESTI S.A.,"AV. CIRCUNVALACION N° 377, ESQ. CON PROLONGACIÓN BENAVIDES",012033100/978881555/967041884,7.39,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,SANTIAGO DE SURCO,COESTI S.A,"AV. SAN JUAN N° 112, URB. SANTA TERESA",012080100/012033100/979131644,7.39,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,SANTIAGO DE SURCO,COESTI S.A,"AV. JAVIER PRADO ESTE S/N CUADRA 44, URB. FUNDO MONTERRICO CHICO",012080100/012033100/996373345,7.59,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,SANTIAGO DE SURCO,GRIFOS LA TUNA S.A.C.,AV. SANTIAGO DE SURCO N° 3600 MZ. MI LOTE-3 URB. LOS ROSALES,977888386,7.59,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,SANTIAGO DE SURCO,ESTACION DE SERVICIOS BOLIVAR S.A.,AV. SANTIAGO DE SURCO Nº 4420,012746003,7.6,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,SANTIAGO DE SURCO,COESTI S.A.,AV. TOMAS MARSANO Nº 4080 ESQUINA CON AV. SURCO,012033100/012080100/995028368,7.65,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,SANTIAGO DE SURCO,COESTI S.A.,"AV. ANGAMOS ESTE N° 1159 (ANTES: AV. PRIMAVERA N° 1159), URB. VALLE HERMOSO DE MONTERRICO",012033100/012080100/999518265,7.79,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,SANTIAGO DE SURCO,INVERSIONES GASSURCO S.A.C.,"AV. GUARDIA CIVIL N° 1024 MZ. B. LT 1, URB. SANTA ROSA DE SURCO",960113473/937549929,7.89,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,SANTIAGO DE SURCO,SERVICENTRO GERMANICO F.H. S.A.C.,AV. REPUBLICA DE PANAMA N° 6901-A ESQ. CON AV. MARISCAL CASTILLA,990143117/995459993,7.89,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,SANTIAGO DE SURCO,SERVICENTRO LOS ROSALES S.A.,AV. AYACUCHO Nº 140 - 144,998450561/998450493,7.89,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,SURQUILLO,ESTACIÓN DE SERVICIOS SAC,AV. REPUBLICA DE PANAMA N° 4361 - 4395,956907775,7.89,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,SURQUILLO,MULTISERVICIOS ECOGAS S.A.C.,AV. AVIACION N° 4269-4285 ESQUINA CON CALLE CLARA BARTON N° 121,,7.99,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,SURQUILLO,COESTI EL ROSARIO,AV. TOMAS MARSANO N° 1008 ESQUINA CON AV. ANGAMOS,012080100/978292052/978916262,7.99,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,SURQUILLO,COESTI S.A,AV. AVIACION N° 4524 ESQUINA CON LA AV. VILLARAN,5112080100/5112033100/978874011,7.99,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,SURQUILLO,REPSOL COMERCIAL S.A.C.,AV. ANGAMOS ESTE N° 1715 ESQ. CON CALLE UNO,971824120,7.99,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,SURQUILLO,SERVICIOS RIGAL SAC,AV. PASEO DE LA REPUBLICA N° 4251,983742935,9.49,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,VILLA EL SALVADOR,PETROSUR S.A.C.,CARRETERA PANAMERICANA SUR KM. 19.5,988380432/999263219,6.79,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,VILLA EL SALVADOR,ESTACION DE SERVICIOS PERCY CAR S.R.L.,"AV. PASTOR SEVILLA Y AV. MARIA REICHE, MZ. A LOTES 6, 7, 8 Y 9 SECTOR 2, 4TA ETAPA URB. PACHACAMAC",990047273,6.94,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,VILLA EL SALVADOR,TERTISA COMBUSTIBLES S.A.,CARRETERA PANAMERICANA SUR KM. 19.8,,6.94,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,VILLA EL SALVADOR,ZETA GAS ANDINO SA,"SECTOR 03, GRUPO 19, MZ. M, LOTES. 1, 2, 3 Y 24",015170707/966883165/945701547,6.95,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,VILLA EL SALVADOR,COESTI SA,"AV. JOSE CARLOS MARIATEGUI, ESQ. AV. REVOLUCION. SECTOR 3 GRUPO 15 MZ. A, LTS. 12 Y 13",012080100/944813800/961598152,6.99,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,VILLA EL SALVADOR,GRUPO REVILLA S.A.C.,"AV. REVOLUCIÓN ESQ AV. TALARA SECTOR 3 GRUPO 12 MZ. N LOTES 2, 3, 4 Y 5",,6.99,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,VILLA EL SALVADOR,INVERSIONES NOBAL S.A.C.,AV. SEPARADORA INDUSTRIAL ESQUINA CON CALLE C1 AGRUPAMIENTO PACHACAMAC MZ. B1 PARCELA 3C GRUPO B LOTE 25,013707464/949887181,6.99,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,VILLA EL SALVADOR,ESTACION DE SERVICIOS ZEUS,ANTIGUA CARRETERA PANAMERICANA SUR KM 23.645,016110202/976683920,6.99,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,VILLA EL SALVADOR,PETRO EXPLORIUM S.A.C.,AV. MARIA REICHE S/N. CON SEPARADORA INDUSTRIAL - URB. PACHACAMAC,989163488,7.03,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,VILLA EL SALVADOR,INVERSIONES MICE S.A.C.,"AV. MARIA REYCHE Y AV. SEPARADORA INDUSTRIAL IV ETAPA, URB. PACHACAMAC",988582288,7.03,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,VILLA MARIA DEL TRIUNFO,HYTEK AUTOGAS,"MZ. C, LOTE 1, GRUPO RESIDENCIAL N° 3, PUEBLO JOVEN NUEVO PROGRESO (AV. PACHACUTEC N° 8035)",998928453,6.97,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,VILLA MARIA DEL TRIUNFO,ESTACION DE SERVICIOS NUEVO PROGRESO S.A.C.,"AV. PACHACUTEC CON AVENIDA Nº 4 LT. 2, 3, 4, 5 - AA.HH. NUEVO PROGRESO",949145106,6.97,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,VILLA MARIA DEL TRIUNFO,SERVICENTRO JOSE GALVEZ S.A.,AV. LIMA N° 1455,013544720/012930255,6.99,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,VILLA MARIA DEL TRIUNFO,COESTI SA,"AV. LIMA N° 2000, P.J. VILLA POETA JOSE GALVEZ PARCELA B MZ. 159, LOTE 4",012033100/979016785/944813800,6.99,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,VILLA MARIA DEL TRIUNFO,ESTACION DE SERVICIOS LAS CONCHITAS E.I.R.L.,"AV PACHACUTEC Nº 6587 MZ D LOTES N° 14,16, 18, 19 SANTA ROSA DE TABLADA DE LURIN",012950650/996640733,7.0,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,VILLA MARIA DEL TRIUNFO,PITS GNV S.A.C.,"AV. NICOLAS DE PIEROLA N° 800 MZ. H-1, LOTE 16 ESQ. CON LA AV. VILLA MARIA",,7.69,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,VILLA MARIA DEL TRIUNFO,ESTACION DE SERVICIOS PETRO WORLD SAC,"AV. EL SOL N° 278, MZ. K1 LOTE 8 PRIMER HOGAR POLICIAL ZONA 1",996317858/987868359,7.69,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,VILLA MARIA DEL TRIUNFO,E & A INVERSIONES S.A.,AV. PACHACUTEC N° 5955,012951742/946093505/981009680,7.75,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,VILLA MARIA DEL TRIUNFO,GASOCENTRO AUFRA SOCIEDAD ANONIMA CERRADA,AV. PROGRESO ESQ. JR. SIMON BOLIVAR PP. JJ. JOSE CARLOS MARIATEGUI MZ. N 5 LOTE 9 ETAPA SEGUNDA SECTOR SANTA ROSA Y BELEN P03097270,,7.79,Galones,GLP - Granel,Facilito Osinergmin
2026-07-09,10:13:52,VILLA MARIA DEL TRIUNFO,INDUSTRIA METALMECANICA BILCON SAC,AV. JOSÉ CARLOS MARIATEGUI N° 1184-1292,,7.85,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,ANCON,CENTER GAS SAC,"PANAMERICANA NORTE KM 44.5, SUB LOTE A-1 ASOCIACION DE PRODUCTORES INDUSTRIALES PECUARIOS DE ANCÓN",016788937/981530091,7.49,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,ANCON,ESTACIÓN DE SERVICIOS ANCÓN S.A.,"PANAMERICANA NORTE KM. 44, URB. SAN JOSE, MZ. N LOTE 3",945635871/994644849,7.49,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,ANCON,ESTACION DE SERVICIOS LLACUA SOCIEDAD ANONIMA CERRADA,"AV. LAS PYMES, ASOC. ONG. INSTITUTO DE PROMOCIÓN Y DESARROLLO DE LA PEQUEÑA Y MEDIANA EMPRESA - INDEPROPYME, MZ. L2, LOTES 04, 05, 06, 07, 08 Y 09",951117732,7.99,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,ATE,EMPRESA DE SERVICIOS Y TRANSPORTES EL NEGRO E.I.R.L.,"MZ. A LOTES 1, 2, 3, 4, 5 Y 6 DEL PROGRAMA DE VIVIENDA Y COMERCIO LAS PRADERAS DE PARIACHI",013592881/996503352,6.38,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,ATE,INYSY SAC,AV. LOS VIRREYES MZ. B LT. 8-A EX FUNDO ZAVALETA,910875964,6.45,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,ATE,GRIFO VILLA HERMOSA S.A.C.,"AV. A SUR CALLE 1 Y CALLE 2, RESIDENCIAL VILLA HERMOSA DE HUAYCAN",955093036,6.48,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,ATE,ENERGIGAS S.A.C.,AV. VICTOR RAUL HAYA DE LA TORRE S/N (KM. 5.6 CARRETERA CENTRAL) ESQUINA CON JR. SANTA MARIA,933909213,6.53,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,ATE,BILCON GAS SOL S.A.C.,CARRETERA CENTRAL KM 14.5,0100000000,6.55,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,ATE,LUISA ANGELICA TORRES VASQUEZ,"AV. NICOLAS AYLLON (CARRETERA CENTRAL) KM. 12, SUBLOTE A DEL FUNDO SAN JUAN DE PARIACHI",981098907,6.58,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,ATE,CORGAS S.A.C.,"AV. LAS TORRES 497, URB. LOS SAUCES",013261736/988285800,6.6,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,ATE,PETRO EXPLORIUM,"CALLE SAN CARLOS RD, MZ. C LOTE 14",967492683,6.69,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,ATE,SERVOSA COMBUSTIBLES S.A.C.,CARRETERA CENTRAL KM. 16.50,995996221/920660239,6.7,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,ATE,ESTACION DE SERVICIOS GRIFO DENVER S.R.L.,"CARRETERA CENTRAL SUB PARCELA 8A DE LA PARCELA N°10015 EX FUNDO PARIACHI MZ. A LT. 1 Y 2, PROGRAMA DE VIVIENDA 'LAS PONCIANAS DE PARIACHI'",,6.78,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,BARRANCO,GO COMBUSTIBLES 10 SAC,AV. REPUBLICA DE PANAMA N° 402 ESQ. JR. AURELIO DE SOUZA,,7.89,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,BREÑA,INVERSIONES JIARA SAC,AV. ARICA NRO. 1301,941047511,6.99,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,BREÑA,COESTI SA,"AV. ARICA 481, ESQUINA CON JR. GENERAL VARELA Y JR. REBECA OQUENDO",012033100/978874540/919445666,7.69,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,BREÑA,EXPERIENCIA PERUANA S.A.C.,JR. HUARAZ N° 1484 - 1494 ESQUINA CON JR. RESTAURACION,955108634,7.75,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,BREÑA,DUOGAS S.A.,AV. ARICA N° 580 - 590 ESQ. CON JR. JORGE CHAVEZ,,7.79,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,BREÑA,GLOBAL FUEL S.A.,ESQUINA AV. ZORRITOS Y AV. TINGO MARÍA,976110149,8.59,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,CARABAYLLO,GO COMBUSTIBLE 4 S.A.C.,"MZ. A, LOTES 65, 66, 1, URBANIZACIÓN TUNGASUCA",934029917,6.45,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,CARABAYLLO,INVERSIONES VALUEMI S.A.C.,"A.H. PROYECTO INTEGRAL ALIANZA INDUSTRIAL DE LAS LOMAS MZ. C LOTE 5 - SECTOR CRUZ DEL NORTE 1, ZONA BAJA",943465770/987665153,6.45,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,CARABAYLLO,AERO GAS DEL NORTE SAC,AV.UNIVERSITARIA INTERSECCION CON AV. ISABEL CHIMPU OCLLO,946059512,6.49,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,CARABAYLLO,GASOCENTRO VILLA P & G S.A.C.,"ESQUINA DE LA AV. LOMAS DE CARABAYLLO - AV. VILLA RICA MZ. A, LOTES 1 Y 2 AAHH. ASOCIACION AGROPECUARIA VILLA RICA",,6.49,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,CARABAYLLO,VERPASAR S.A.C,"AV. LAS LOMAS DE CARABAYLLO MZ- B LTES 14,15 Y 16 - PROGRAMA DE VIVIENDA SAN JOSE",983043666/954131333,6.49,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,CARABAYLLO,AERO GAS DEL NORTE S.A.C.,"LOTES 7, 8, 9 Y 10, MZ. A6, URB. SAN ANTONIO DE CARABAYLLO 3",946059512,6.55,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,CARABAYLLO,KALPU SAC,"URB. SANTO DOMINGO 6TA ETAPA MZ L-2 LTS 25, 26, 27, 28, 29, 30",015918292/989599589/947578366,6.59,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,CARABAYLLO,INVERSIONES GOLD STAR EIRL,AV. TUPAC AMARU KM. 17.5 MZ. B1 LT. 1-3 ASOC. DE VIVIENDA SANTA ROSA DE PUNCHAUCA,943731054/948368476,6.59,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,CARABAYLLO,ADMINISTRACION DE GRIFOS L&L ONE S.A.C.,LOTE 09 MANZANA H ASOCIACION PRO VIVIENDA LOS SUYOS,,6.59,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,CARABAYLLO,ANCO GAS S.A.C.,"AV. CAMINO REAL N° 741, FUNDO CASA HUERTA CHACRA GRANDE UNIDAD CATASTRAL 11657",,6.59,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,CHACLACAYO,INVERSIONES Y SERVICIOS MULTIPLES W.R S.A.C,CARRETERA CENTRAL KM. 22.700,943619486/993978502,6.49,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,CHACLACAYO,GRUPO ARIAS S.A.C.,AV NICOLAS AYLLON N° 1202 Y ESQ AV LAS MAGNOLIAS (CARRETERA CENTRAL KM 25),971423969/998600351,6.79,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,CHACLACAYO,COESTI S.A.,AV. NICOLAS AYLLON N° 1500,012080100/954674926,6.89,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,CHACLACAYO,ESTACION DE SERVICIOS CHACLACAYO SAC,"CARRETERA CENTRAL N° 1670 KM. 21.75, SECTOR PAMPA DE MORON",013582170/956938632,7.33,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,CHORRILLOS,GASCO PERU S.A.C,AV. HUAYLAS KM. 19 URB. VILLA BAJA,012583904/987547415/996792130,7.28,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,CHORRILLOS,GASOLINERAS SAC,"AV. HUAYLAS N° 2355, URB. SANTA LEONOR",013261238/908808279/922113668,7.29,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,CHORRILLOS,SERVICENTRO LA ALAMEDA,"AV. ALAMEDA SUR ESQUINA CON CALLE LOS KEROS MZ. Q LOTE 11, URB. SAN JUAN BAUTISTA DE VILLA",012548443/973914719/965770451,7.29,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,CHORRILLOS,TERPEL CHORRILLOS,AV. GUARDIA CIVIL Nº 203 ESQUINA AV. LOS GORRIONES,954809972,7.3,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,CHORRILLOS,PETRO EXPLORIUM S.A.C.,"LOTE N° 08 MZ. M, URB. LA CAMPIÑA 3ERA ETAPA",989163488,7.34,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,CHORRILLOS,SERVICIO AUTOMOTRIZ SAN LUIS S.A.,"AV. ALAMEDA LOS HORIZONTES N° 1070, URB. LOS CEDROS",,7.35,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,CHORRILLOS,COESTI S.A,AV. GUARDIA CIVIL N° 333,012033100/996373148/012080100,7.35,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,CHORRILLOS,GASOCENTRO EL SOL S.A.C.,AV. GUARDIA CIVIL 698 ESQ. AV. EL SOL,960178213/960419861,7.35,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,CHORRILLOS,COESTI S.A,ESQ. DE LA AV. DEFENSORES DEL MORRO N° 360 CON LA AV. ALFONSO UGARTE,012080100/012033100/938507573,7.45,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,CHORRILLOS,ORDULGAS S.A.C.,"ESQUINA AV. CORDILLERA NEGRA Y JR. VOLCAN COROPUNA MZ E-13, LT. 5, URB. LAS DELICIAS DE VILLA",012582641/977645992,7.49,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,CIENEGUILLA,ESTACION DE SERVICIOS PACHATUSAN S.A.C.,"ASOCIACION DE PROPIETARIOS SEÑOR DE HUANCA MZ. D, LOTE 1",013681081/989308172/949280034,7.39,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,CIENEGUILLA,SERGAS ICA S.A.C.,"MZ. '37' LOTE 05, 3° ETAPA PARCELACION CIENEGUILLA AV. 'A', CARRETERA LIMA - HUAROCHIRI KM. 27.5",,7.58,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,CIENEGUILLA,FLORES & LANE S.A.C.,"AV. SAN MARTIN KM. 18.5, ESQ. CON CALLE RICARDO PALMA, MZ. H, LOTE N° 4, ZONA F, CENTRO POBLADO TAMBO VIEJO",014798209/955286561,8.5,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,COMAS,CORPORACION VILLALUKYER S.A.C.,AV. HÉROES DEL ALTO CENEPA (ANTES AUTOPISTA CHILLON TRAPICHE) LOTE 57 EX FUNDO CHACRA CERRO,947952079,6.35,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,COMAS,GRUPO TORVISCO S.A.,"AV. HEROES DEL ALTO CENEPA (EX-TRAPICHE) LOTE 40, URB. HUERTOS DE TUNGASUCA",957026514,6.37,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,COMAS,GAS STATION AR S.A.C.,"AV. UNIVERSITARIA N° 9957, MZ-A1, LT 4, 5, 6 Y 7 - URB. LA ALBORADA - SEGUNDA ETAPA",015574867/998516068,6.39,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,COMAS,GRUPPE AR SAC,"AV. HEROES DEL ALTO CENEPA, LTE 27 (AUTOPISTA TRAPICHE - CHILLON)",970138820,6.39,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,COMAS,ESTACIÓN OIL STAR,AV. HEROES DEL ALTO CENEPA (ANTES AUTOPISTA CHILLON TRAPICHE) LOTE 57 EX FUNDO CHACRA CERRO,983917090/922706377,6.45,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,COMAS,GAZEL PERU SAC,"AV. HEROES DEL ALTO CENEPA N° 1502, 1504, 1506, 1510, 1514",936135248,6.59,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,COMAS,AERO GAS DEL NORTE SAC,"LOTE 1, CON FRENTE A LA AV. HEROES ALTO CENEPA - EX FUNDO CHACRA CERRO",946059512/980473794,6.65,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,COMAS,COESTI S.A,"AV. HEROES DEL ALTO CENEPA N° 697, LOTIZACIÓN FUNDO CHACRA CERRO",012033100/978838339,6.65,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,COMAS,GRUPO AZAÑERO INVERSIONISTAS EN COMBUSTIBLES S.A.C.,AV. HEROES DEL ALTO CENEPA MZ. B LOTE 13 URB. CHACRA CERRO,955259692,6.66,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,COMAS,INVERSIONES AMAYA MORALES SAC,AV. UNIVERSITARIA MZ. G LOTE 9 URB. SANTA ISOLINA,013615461/956676148,6.75,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,EL AGUSTINO,CONTIGAS D & M S.A.C.,"COOPERATIVA DE VIVIENDA VILLA DEL MAR N° 104-LADO B, AV 1RO DE MAYO N° 2289 Y N° 2291 Y PSJ. VILLA N° 194 Y 196",980582452,7.29,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,EL AGUSTINO,VILMA ROSA MELENDEZ PELAEZ,JR. SAN CARLOS N° 1881 INTERSECCION CON AV. ANCASH,013273486,7.59,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,EL AGUSTINO,REPSOL COMERCIAL S.A.C.,AV. PRIMERO DE MAYO N° 3090,012157530/012156225,9.99,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,INDEPENDENCIA,TRANSPORTES Y SERVICIOS SANTA CRUZ S.A.,"AV. NARANJAL N° 299, URB. INDUSTRIAL NARANJAL",941418880/970834018,6.33,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,INDEPENDENCIA,GRUPO DE GESTION C SA,"AV. GERARDO UNGER Nº 4885, URB NARANJAL",991892930/990682529,6.45,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,INDEPENDENCIA,GRIFO EL PACIFICO SAC,"AV. INDUSTRIAL N° 3491, ESQUINA CON AV. EL PACIFICO",012503235/998267299,6.74,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,INDEPENDENCIA,SERGAS,AV. CARLOS IZAGUIRRE N° 220,932500787/946597195,6.79,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,INDEPENDENCIA,GASOCENTRO NORTE S.A.C.,AV. GERARDO UNGER N° 3301 ESQ. CON JR. RUFINO MACEDO,,6.83,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,INDEPENDENCIA,GRIFOS ESPINOZA S.A.,AV. ALFREDO MENDIOLA N° 3550,017080700/994295625,6.83,Galones,GLP - Granel,Facilito Osinergmin
2026-07-10,09:30:40,INDEPENDENCIA,YVI HERMELINDA GALVEZ TRONCOS,"AV. CHINCHAYSUYO Nº 402 - 404, URB. TAHUANTINSUYO",015261919/015268235,6.99,Galones,GLP - Granel,Facilito Osinergmin
